TAG;MODULE;PLANTGROUP;NPS_IN;DESIGN_MAX_PRESS_BAR;DESIGN_MIN_TEMP_NORM;OPER_NORM_TEMP_NORM;DESIGN_MAX_TEMP_NORM;TYPE_NORM;VALVE_APP_NORM;FLUID_CODE_NORM;CLUSTER_KMEANS;CLUSTER_DBSCAN
SDV-1231056C;M-05;1231;3;37,01;-20;35;98;BALL;SDV;PC;0;0
SDV-1231070A-1;M-03;1231;10;276,01325;-46;35;70;BALL;SDV;P;0;0
SDV-1231070A-2;M-03;1231;2;276,01325;-46;35;70;BALL;SDV;P;0;0
SDV-1231070B-1;M-03;1231;10;276,01325;-46;35;113;BALL;SDV;P;0;0
SDV-1231070B-2;M-03;1231;2;276,01325;-46;35;113;BALL;SDV;P;0;0
SDV-1231070C-1;M-03;1231;10;276,01325;-46;35;113;BALL;SDV;P;0;0
SDV-1231070C-2;M-03;1231;2;276,01325;-46;35;113;BALL;SDV;P;0;0
SDV-1231086A;M-05;1231;8;19,16325;5;35;85;TRIPLE OFFSET BUTTERFLY;SDV;W;4;-1
SDV-1231086B;M-05;1231;8;19,16325;5;35;85;TRIPLE OFFSET BUTTERFLY;SDV;W;4;-1
SDV-1231086C;M-05;1231;8;19,16325;5;35;85;TRIPLE OFFSET BUTTERFLY;SDV;W;4;-1
SDV-1231087;M-03;1231;10;276,01325;-46;35;70;BALL;SDV;P;0;0
SDV-1233001A;M-04;1233;8;79,013;-46;35;190;BALL;SDV;PC;2;-1
SDV-1233001B;M-04;1233;8;79,013;-46;35;190;BALL;SDV;PC;2;-1
SDV-1233003;M-06;1233;3;79,01325;-30;24;70;BALL;SDV;PC;0;0
SDV-1233008;M-06;1233;6;79,013;-46;35;70;BALL;SDV;PC;0;0
SDV-1233009;M-06;1233;3;34,323;0;180;210;BALL;SDV;HWP;2;-1
SDV-1233012;M-06;1233;3;34,323;0;180;210;BALL;SDV;HWP;2;-1
SDV-1233013;M-06;1233;6;19,16325;5;35;85;BALL;SDV;W;4;0
SDV-1233032A-2;M-04;1233;2;79,013;-46;25;75;BALL;SDV;PC;0;0
SDV-1233032B-1;M-04;1233;8;79,013;-46;25;75;BALL;SDV;PC;0;0
SDV-1233032B-2;M-04;1233;2;79,013;-46;25;75;BALL;SDV;PC;0;0
SDV-1233037;M-06;1233;6;79,013;-46;35;70;BALL;SDV;PC;0;0
SDV-1233038;M-06;1233;2;34,32325;0;180;210;BALL;SDV;HWP;2;-1
SDV-1233039;M-06;1233;2;34,32325;0;130;210;BALL;SDV;HWP;2;-1
SDV-1233044-1;M-06;1233;18;79,013;-46;25;75;BALL;SDV;PC;1;0
SDV-1233044-2;M-06;1233;2;79,013;-46;25;75;BALL;BDV BLOCK;PC;0;0
SDV-1233049;M-06;1233;6;19,463;0;55;85;BALL;SDV;W;4;0
SDV-1233051;M-06;1233;18;79,01325;-46;35;71;BALL;SDV;P;1;0
SDV-1233052A;M-04;1233;8;79,013;-46;35;190;BALL;SDV;PC;2;-1
SDV-1233052B;M-04;1233;8;79,013;-46;35;190;BALL;SDV;PC;2;-1
SDV-1233055;M-06;1233;12;19,16325;0;35;85;BALL;SDV;W;1;0
SDV-1233091;M-06;1233;14;19,463;0;55;85;BALL;SDV;W;1;-1
SDV-1235001-1;M-04;1235;14;79,01;-46;30;70;BALL;SDV;P;1;0
SDV-1235001-2;M-04;1235;2;79,01;-46;30;70;BALL;SDV;P;0;0
SDV-1235003;M-04;1235;4;79,01;-46;30;70;BALL;SDV;P;0;0
SDV-1235008;M-04;1235;12;79,01;-46;30;70;BALL;SDV;P;0;0
SDV-1252009A-1;M-07;1252;10;352,01325;-30;35;69;AXIAL ON-OFF;SDV;P;0;-1
SDV-1252009A-2;M-07;1252;2;352,01325;-30;35;69;BALL;SDV;P;0;0
SDV-1252009B-1;M-07;1252;10;352,01325;-30;35;69;AXIAL ON-OFF;SDV;P;0;-1
SDV-1252009B-2;M-07;1252;2;352,01325;-30;35;69;BALL;SDV;P;0;0
SDV-1252010B;M-07;1252;3;352,01325;-100;-43;69;BALL;SDV;P;0;-1
SDV-1252022A-1;M-07;1252;10;597,01325;-50;40;114;GATE VALVE;SDV;P;0;-1
SDV-1252022A-2;M-07;1252;2;597,01325;-50;40;114;GATE VALVE;SDV;P;0;-1
SDV-1252022B-1;M-07;1252;10;596,01325;-50;40;114;GATE VALVE;SDV;P;0;-1
SDV-1252022B-2;M-07;1252;2;596,01325;-50;40;114;GATE VALVE;SDV;P;0;-1
SDV-1254015A-1;M-02;1254;10;79,01325;-46;15;70;BALL;SDV;P;0;0
SDV-1254015A-2;M-02;1254;2;79,01325;-46;15;70;BALL;SDV;P;0;0
SDV-1254021A-1;M-02;1254;20;79,01;-46;0;70;BALL;SDV;P;1;0
SDV-1254021A-2;M-02;1254;2;79,01;-46;0;70;BALL;SDV;P;0;0
SDV-1254021B-1;M-02;1254;20;79,01;-46;0;70;BALL;SDV;P;1;0
SDV-1254021B-2;M-02;1254;2;79,01;-46;0;70;BALL;SDV;P;0;0
SDV-1350001-1;M-02;1350;6;15,01325;-29;50;110;BALL;SDV;FG;0;0
SDV-1350001-2;M-02;1350;2;15,01325;-29;50;110;BALL;SDV;FG;0;0
SDV-1350009;M-02;1350;1,5;19,16325;5;35;85;BALL;SDV;W;4;0
SDV-1350012;M-02;1350;16;15,01;0;40;70;BALL;SDV;P;1;-1
SDV-5115001;M-15;5115;2;4,44325;0;30;60;BALL;SDV;W;4;0
SDV-5120510;ENGINE ROOM;5120;12;20,61325;0;32;60;BUTTERFLY (DOUBLE OFFSET);SDV;W;1;0
SDV-5124001;M-15;5124;3;4,44325;0;30;60;BALL;SDV;W;4;0
SDV-5124006;M-15;5124;1,5;16,38;0;50;70;BALL;SDV;BG;4;0
SDV-5125007;M-15;5125;1;34,32;0;40;210;BALL;SDV;BG;2;-1
SDV-5133012A;M-10B;5133;8;302,01325;0;35;115;BALL;SDV;D;4;0
SDV-5133012B;M-10B;5133;8;302,01325;0;35;115;BALL;SDV;D;4;0
SDV-5133012C;M-10B;5133;8;302,01325;0;35;115;BALL;SDV;D;4;0
SDV-5133013;M-10B;5133;1,5;16,38;0;40;70;BALL;SDV;BG;4;0
SDV-5134501;M-15B;5134;4;14,01325;0;40;70;BALL;SDV;IA;4;0
SDV-5134502;M-15B;5134;8;14,01325;0;40;70;BALL;SDV;IA;4;0
SDV-5135001A;M-13;5135;6;54,7;-46;50;110;BALL;SDV;FG;0;0
SDV-5135001B;M-13;5135;6;54,7;-46;50;110;BALL;SDV;FG;0;0
SDV-5135001C;M-12;5135;6;54,7;-46;50;110;BALL;SDV;FG;0;0
SDV-5135001D;M-12;5135;6;54,7;-46;50;110;BALL;SDV;FG;0;0
SDV-5135007-1;M-07;5135;10;79,01;-46;35;70;BALL;SDV;P;0;0
SDV-5135007-2;M-07;5135;2;79,01;-46;35;70;BALL;SDV;P;0;0
SDV-5135009;M-07;5135;6;54,7;-46;50;110;BALL;BDV BLOCK;FG;0;0
SDV-5135013;M-07;5135;8;54,7;-46;50;110;BALL;SDV;FG;0;0
SDV-5135016;M-07;5135;2;54,7;-46;25;70;BALL;SDV;P;0;0
SDV-5135026;M-07;5135;4;15,01325;-29;50;110;BALL;SDV;FG;0;0
SDV-5135028-1;M-07;5135;6;276,01325;-46;-8;120;BALL;SDV;P;0;0
SDV-5135028-2;M-07;5135;2;276,01325;-46;-8;120;BALL;SDV;P;0;0
SDV-5135035A;M-13;5135;2;54,7;-46;50;110;BALL;SDV;FG;0;0
SDV-5135035B;M-13;5135;2;54,7;-46;50;110;BALL;SDV;FG;0;0
SDV-5135035C;M-12;5135;2;54,7;-46;50;110;BALL;SDV;FG;0;0
SDV-5135035D;M-12;5135;2;54,7;-46;50;110;BALL;SDV;FG;0;0
SDV-5331019;M-10;5331;3;19,04325;0;55;115;BALL;SDV;PC;4;0
SDV-5331024;M-10;5331;3;19,04;0;55;115;BALL;SDV;PC;4;0
SDV-5331033A;M-10;5331;3;15,01325;-29;50;110;BALL;SDV;FG;0;0
SDV-5331033B;M-10;5331;3;15,01325;-29;50;110;BALL;SDV;FG;0;0
SDV-5336011;MAIN DECK;5336;4;4,44325;0;30;126;BALL;SDV;DFC;4;0
SDV-5412008;M-01;5412;10;5,49325;-46;23;200;BALL;SDV;F;2;-1
SDV-5412009;M-01;5412;10;5,49325;38;25;200;BALL;SDV;F;4;-1
SDV-5412021;M-01;5412;4;5,49325;-46;23;200;BALL;SDV;F;2;0
SDV-5412022;M-01;5412;4;5,49325;38;25;200;BALL;SDV;F;4;-1
TDV-1233059;M-06;1233;1,5;34,323;0;180;210;GLOBE;OTHER BLOCK;HWP;2;-1
TV-1225004A;M-05B;1225;6;19,04325;5;35;85;GLOBE;OTHER BLOCK;W;4;0
TV-1233007;M-06;1233;12;79,01;-30;10;70;GLOBE;OTHER BLOCK;P;1;0
TV-1233011;M-06;1233;1;34,32325;0;130;210;GLOBE;OTHER BLOCK;HWP;2;-1
TV-1233017;M-06;1233;3;19,463;0;55;85;GLOBE;OTHER BLOCK;W;4;0
TV-1233025;M-06;1233;8;19,463;0;55;85;GLOBE;OTHER BLOCK;W;4;0
TV-1251014;M-15;1251;28;19,16325;5;55;85;AXIAL ON-OFF;OTHER BLOCK;W;1;-1
TV-1251015;M-11;1251;10;19,16325;5;45;85;GLOBE;OTHER BLOCK;W;1;0
TV-5124003;M-15;5124;28;17,01325;15;38;85;AXIAL ON-OFF;OTHER BLOCK;SW;1;-1
VALV-12100005;M-09;1210;2;302;-46;10;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100006;M-09;1210;2;302;-20;40;60;BALL;DRAIN/UTILITY;P;0;0
VALV-12100007;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100009;M-09;1210;6;302;-20;40;60;BALL;OTHER BLOCK;P;0;0
VALV-12100011;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100014;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100017;M-09;1210;10;365,84325;0;40;115;BALL;OTHER BLOCK;IW;1;0
VALV-12100018;M-09;1210;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100026;M-09;1210;2;302;-46;10;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100027;M-09;1210;6;302;-20;40;60;BALL;OTHER BLOCK;P;0;0
VALV-12100032;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100039;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100043;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100045;M-09;1210;2;302;-20;40;60;BALL;DRAIN/UTILITY;P;0;0
VALV-12100046;M-09;1210;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100049;M-09;1210;2;605;-20;40;60;GATE;OTHER BLOCK;P;4;0
VALV-12100051;M-09;1210;10;365,84325;0;40;115;BALL;OTHER BLOCK;IW;1;0
VALV-12100053;M-09;1210;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100055;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100057;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100059;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100060;M-09;1210;2;302;-46;10;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100063;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100072;M-09;1210;10;363,37;0;10;115;BALL;DRAIN/UTILITY;IW;4;0
VALV-12100074;M-09;1210;1;365,84325;0;40;115;BALL;DRAIN/UTILITY;IW;4;0
VALV-12100078;M-09;1210;10;365,84325;0;40;115;BALL;OTHER BLOCK;IW;1;0
VALV-12100082;M-09;1210;6;302;-20;40;60;BALL;OTHER BLOCK;P;0;0
VALV-12100083;M-09;1210;2;302;-20;40;60;BALL;DRAIN/UTILITY;P;0;0
VALV-12100084;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100085;M-09;1210;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100091;M-09;1210;6;302;-20;40;60;BALL;OTHER BLOCK;P;0;0
VALV-12100092;M-09;1210;2;302;-20;40;60;BALL;DRAIN/UTILITY;P;0;0
VALV-12100093;M-09;1210;2;302;-46;10;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100100;M-09;1210;1;596,01325;-50;40;114;GATE;DRAIN/UTILITY;P;0;0
VALV-12100104;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100107;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100109;M-09;1210;10;605;-20;40;110;CHECK;CHECK;PC;1;2
VALV-12100110;M-09;1210;1;605;-20;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100112;M-09;1210;6;302;-46;40;70;BALL;OTHER BLOCK;P;0;0
VALV-12100113;M-09;1210;8;605;-20;40;110;GATE;OTHER BLOCK;PC;4;0
VALV-12100114;M-09;1210;2;605;-20;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100118;M-09;1210;3;605;-100;-46;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;-1
VALV-12100119;M-09;1210;2;605;-20;40;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100120;M-09;1210;10;365,84325;0;40;115;BALL;OTHER BLOCK;IW;1;0
VALV-12100121;M-09;1210;1;365,84325;0;40;115;BALL;DRAIN/UTILITY;IW;4;0
VALV-12100122;M-09;1210;10;365,84325;0;40;115;BALL;OTHER BLOCK;IW;1;0
VALV-12100123;M-09;1210;1;596,01325;-50;40;114;GATE;DRAIN/UTILITY;P;0;0
VALV-12100126;M-09;1210;1;605;-46;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100127;M-09;1210;2;596,01325;-50;40;114;DOUBLE BALL;INSTRUMENT BLOCK;P;0;0
VALV-12100128;M-09;1210;8;596,01325;-50;40;114;CHECK;CHECK;P;0;2
VALV-12100129;M-09;1210;2;605;-46;-46;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;-1
VALV-12100130;M-09;1210;8;596,01325;-50;40;114;GATE;OTHER BLOCK;P;0;0
VALV-12100133;M-09;1210;6;605;-20;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100134;M-09;1210;1;302;-50;40;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100137;M-09;1210;10;605;-20;40;110;CHECK;CHECK;PC;1;2
VALV-12100138;M-09;1210;10;605;-20;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100139;M-09;1210;1;605;-20;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100140;M-09;1210;2;605;-20;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100141;M-09;1210;8;605;-20;40;110;GATE;OTHER BLOCK;PC;4;0
VALV-12100143;M-09;1210;10;365,84325;0;40;115;BALL;OTHER BLOCK;IW;1;0
VALV-12100144;M-09;1210;10;365,84325;0;40;115;BALL;OTHER BLOCK;IW;1;0
VALV-12100145;M-09;1210;1;365,84325;0;40;115;BALL;DRAIN/UTILITY;IW;4;0
VALV-12100147;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100150;M-09;1210;2;596,01325;-50;40;114;DOUBLE BALL;INSTRUMENT BLOCK;P;0;0
VALV-12100151;M-09;1210;2;605;-46;-46;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;-1
VALV-12100157;M-09;1210;2;605;-46;40;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100158;M-09;1210;2;302;-46;10;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100161;M-09;1210;8;596,01325;-50;40;114;CHECK;CHECK;P;0;2
VALV-12100162;M-09;1210;14;302;-46;10;110;BALL;OTHER BLOCK;PC;1;0
VALV-12100164;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100183;M-09;1210;10;365,84325;0;40;115;BALL;OTHER BLOCK;IW;1;0
VALV-12100187;M-09;1210;10;365,84325;0;40;115;BALL;OTHER BLOCK;IW;1;0
VALV-12100188;M-09;1210;2;302;-46;40;70;BALL;DRAIN/UTILITY;P;0;0
VALV-12100189;M-09;1210;1;365,84325;0;40;115;BALL;DRAIN/UTILITY;IW;4;0
VALV-12100195;M-09;1210;2;365,84325;0;40;115;DOUBLE BALL;INSTRUMENT BLOCK;IW;4;0
VALV-12100196;M-09;1210;8;596,01325;-50;40;114;GATE;OTHER BLOCK;P;0;0
VALV-12100197;M-09;1210;8;605;-46;40;110;GATE;OTHER BLOCK;PC;0;0
VALV-12100198;M-09;1210;10;605;-46;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100199;M-09;1210;1;605;-46;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100201;M-09;1210;10;363,37;0;40;115;CHECK;CHECK;IW;1;-1
VALV-12100202;M-09;1210;2;605;-46;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100203;M-09;1210;8;605;-46;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100205;M-09;1210;2;596,01325;-50;40;114;DOUBLE BALL;INSTRUMENT BLOCK;P;0;0
VALV-12100206;M-09;1210;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100215;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100219;M-09;1210;2;302;-20;40;60;BALL;DRAIN/UTILITY;P;0;0
VALV-12100222;M-09;1210;10;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100229;M-09;1210;6;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100238;M-09;1210;2;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100243;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100244;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100248;M-09;1210;14;302;-46;10;110;BALL;OTHER BLOCK;PC;1;0
VALV-12100265;M-09;1210;10;605;-46;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100269;M-09;1210;2;302;-46;10;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100273;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100274;M-09;1210;6;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100275;M-09;1210;6;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100276;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100282;M-09;1210;10;605;-46;40;110;CHECK;CHECK;PC;0;2
VALV-12100287;M-09;1210;2;302;-20;40;60;BALL;DRAIN/UTILITY;P;0;0
VALV-12100288;M-09;1210;6;302;-20;40;60;BALL;OTHER BLOCK;P;0;0
VALV-12100290;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100291;M-09;1210;14;302;-46;10;110;BALL;OTHER BLOCK;PC;1;0
VALV-12100295;M-09;1210;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100296;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100297;M-09;1210;10;605;-46;40;110;CHECK;CHECK;PC;0;2
VALV-12100300;M-09;1210;2;302;-46;10;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100303;M-09;1210;2;302;-46;10;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100304;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100306;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100312;M-09;1210;2;302;-20;40;60;BALL;DRAIN/UTILITY;P;0;0
VALV-12100313;M-09;1210;6;302;-20;40;60;BALL;OTHER BLOCK;P;0;0
VALV-12100320;M-09;1210;10;365,84325;0;40;115;BALL;OTHER BLOCK;IW;1;0
VALV-12100329;M-09;1210;1;605;-46;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100339;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100342;M-09;1210;6;302;-20;40;60;BALL;OTHER BLOCK;P;0;0
VALV-12100343;M-09;1210;2;596,01325;-50;40;114;DOUBLE BALL;INSTRUMENT BLOCK;P;0;0
VALV-12100345;M-09;1210;8;605;-46;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100346;M-09;1210;1;605;-46;40;110;GATE;OTHER BLOCK;PC;0;0
VALV-12100347;M-09;1210;8;605;-46;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100349;M-09;1210;1;605;-46;40;110;GATE;OTHER BLOCK;PC;0;0
VALV-12100350;M-09;1210;8;605;-46;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100351;M-09;1210;1;605;-46;40;110;GATE;OTHER BLOCK;PC;0;0
VALV-12100353;M-09;1210;6;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100354;M-09;1210;6;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100355;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100356;M-09;1210;8;302;-46;10;110;DOUBLE BALL;OTHER BLOCK;PC;0;0
VALV-12100357;M-09;1210;6;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100358;M-09;1210;6;302;-20;40;60;BALL;OTHER BLOCK;P;0;0
VALV-12100359;M-09;1210;6;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100360;M-09;1210;1;302;-46;10;110;NEEDLE;MANUAL CONTROL;PC;0;-1
VALV-12100361;M-09;1210;2;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100362;M-09;1210;2;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100363;M-09;1210;2;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100364;M-09;1210;1;302;-46;10;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100365;M-09;1210;2;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100366;M-09;1210;8;596,01325;-50;40;114;CHECK;CHECK;P;0;2
VALV-12100367;M-09;1210;2;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100368;M-09;1210;1;302;-46;10;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100373;M-09;1210;2;302;-46;10;110;DOUBLE BALL;OTHER BLOCK;PC;0;0
VALV-12100374;M-09;1210;2;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100375;M-09;1210;1;302;-46;10;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100381;M-09;1210;1;302;-46;10;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100390;M-09;1210;10;363,37;0;10;115;CHECK;CHECK;IW;1;-1
VALV-12100394;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100396;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100402;M-09;1210;14;302;-46;10;110;BALL;OTHER BLOCK;PC;1;0
VALV-12100403;M-09;1210;1;302;-46;10;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100404;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100406;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100407;M-09;1210;2;302;-20;40;60;BALL;DRAIN/UTILITY;P;0;0
VALV-12100410;M-09;1210;2;302;-46;10;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100411;M-09;1210;2;605;-46;-50;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;-1
VALV-12100412;M-09;1210;1;302;-46;10;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100415;M-09;1210;8;596,01325;-50;40;114;GATE;OTHER BLOCK;P;0;0
VALV-12100417;M-09;1210;6;605;-46;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100418;M-09;1210;1;302;-50;40;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100419;M-09;1210;2;605;-46;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100429;M-09;1210;2;605;-46;40;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100434;M-09;1210;10;365,84325;0;40;115;BALL;OTHER BLOCK;IW;1;0
VALV-12100435;M-09;1210;1;365,84325;0;40;115;BALL;DRAIN/UTILITY;IW;4;0
VALV-12100447;M-09;1210;2;605;-20;40;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100448;M-09;1210;8;605;-46;40;110;GATE;OTHER BLOCK;PC;0;0
VALV-12100460;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100464;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100465;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100466;M-09;1210;12;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100467;M-09;1210;1;302;-46;10;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100470;M-09;1210;2;302;-46;10;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;0
VALV-12100471;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100472;M-09;1210;10;605;-46;40;110;CHECK;CHECK;PC;0;2
VALV-12100476;M-09;1210;1;302;-46;40;115;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100478;M-09;1210;8;596,01325;-50;40;114;GATE;OTHER BLOCK;P;0;0
VALV-12100479;M-09;1210;2;605;-46;-46;110;DOUBLE BALL;INSTRUMENT BLOCK;PC;0;-1
VALV-12100480;M-09;1210;8;596,01325;-50;40;114;CHECK;CHECK;P;0;2
VALV-12100496;M-09;1210;2;596,01325;-50;40;114;DOUBLE BALL;INSTRUMENT BLOCK;P;0;0
VALV-12100498;M-09;1210;10;605;-20;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100499;M-09;1210;8;302;-46;10;110;BALL;OTHER BLOCK;PC;0;0
VALV-12100506;M-09;1210;1;302;-50;40;110;BALL;DRAIN/UTILITY;PC;0;0
VALV-12100507;M-09;1210;8;596,01325;-50;40;114;GATE;OTHER BLOCK;P;0;0
VALV-12100508;M-09;1210;6;605;-46;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100509;M-09;1210;1;605;-46;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100510;M-09;1210;10;605;-46;40;110;GATE;DRAIN/UTILITY;PC;0;0
VALV-12100511;M-09;1210;10;605;-46;40;110;CHECK;CHECK;PC;0;2
VALV-12100514;M-09;1210;1;596,01325;-50;40;114;GATE;DRAIN/UTILITY;P;0;0
